player,team,sport,projection,edge,market,dk_line,direction,reason,date,league,matchup,game_time,role,status,stat,period,market_type,market_family,line_source,catalog_supported,line_status,alert_eligible,truth_note,market_line,tc_projection,tc_target,threshold,signal,why,raw_average,source,actual,result
Satou Sabally,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,3.84293,4.1,4.22,0.5,PROJECTION ONLY,Satou Sabally projected 4.1 rebounds (full game) vs. line of 3.8 — 7% edge to the OVER,0.5,SELF_EDGE,,PENDING
Satou Sabally,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.71817,2.9,2.99,0.5,PROJECTION ONLY,Satou Sabally projected 2.9 assists (full game) vs. line of 2.7 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Satou Sabally,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.05114,2.3,2.25,0.5,PROJECTION ONLY,Satou Sabally projected 2.3 three-pointers (full game) vs. line of 2.1 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Satou Sabally,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.18564000000000003,0.2,0.2,0.5,PROJECTION ONLY,Satou Sabally projected 0.2 blocks (full game) vs. line of 0.2 — 7% edge to the OVER,-0.3,SELF_EDGE,,PENDING
Julie Vanloo,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,8.5995,9,9.45,0.5,PROJECTION ONLY,Julie Vanloo projected 9.0 points (full game) vs. line of 8.6 — 7% edge to the OVER,1.1,SELF_EDGE,,PENDING
Julie Vanloo,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.90563,3.1,3.19,0.5,PROJECTION ONLY,Julie Vanloo projected 3.1 rebounds (full game) vs. line of 2.9 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Julie Vanloo,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,7.779590000000002,8.3,8.55,0.5,PROJECTION ONLY,Julie Vanloo projected 8.3 assists (full game) vs. line of 7.8 — 7% edge to the OVER,1,SELF_EDGE,,PENDING
Julie Vanloo,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.9619600000000001,2.2,2.16,0.5,PROJECTION ONLY,Julie Vanloo projected 2.2 three-pointers (full game) vs. line of 2.0 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Julie Vanloo,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.55692,0.6,0.61,0.5,PROJECTION ONLY,Julie Vanloo projected 0.6 steals (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Raquel Carrera,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,8.12175,8.5,8.93,0.5,PROJECTION ONLY,Raquel Carrera projected 8.5 points (full game) vs. line of 8.1 — 7% edge to the OVER,1,SELF_EDGE,,PENDING
Raquel Carrera,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,5.15515,5.5,5.67,0.5,PROJECTION ONLY,Raquel Carrera projected 5.5 rebounds (full game) vs. line of 5.2 — 7% edge to the OVER,0.7,SELF_EDGE,,PENDING
Raquel Carrera,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.0310300000000003,1.1,1.13,0.5,PROJECTION ONLY,Raquel Carrera projected 1.1 assists (full game) vs. line of 1.0 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Raquel Carrera,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.35672000000000004,0.4,0.39,0.5,PROJECTION ONLY,Raquel Carrera projected 0.4 three-pointers (full game) vs. line of 0.4 — 7% edge to the OVER,-0.1,SELF_EDGE,,PENDING
Raquel Carrera,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.37128000000000005,0.4,0.41,0.5,PROJECTION ONLY,Raquel Carrera projected 0.4 steals (full game) vs. line of 0.4 — 7% edge to the OVER,-0.1,SELF_EDGE,,PENDING
Raquel Carrera,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.64974,0.7,0.71,0.5,PROJECTION ONLY,Raquel Carrera projected 0.7 blocks (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Aubrey Griffin,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,5.924100000000001,6.2,6.51,0.5,PROJECTION ONLY,Aubrey Griffin projected 6.2 points (full game) vs. line of 5.9 — 7% edge to the OVER,0.7,SELF_EDGE,,PENDING
Aubrey Griffin,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.90563,3.1,3.19,0.5,PROJECTION ONLY,Aubrey Griffin projected 3.1 rebounds (full game) vs. line of 2.9 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Alex Fowler,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,9.268350000000002,9.7,10.19,0.5,PROJECTION ONLY,Alex Fowler projected 9.7 points (full game) vs. line of 9.3 — 7% edge to the OVER,1.2,SELF_EDGE,,PENDING
Alex Fowler,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7498400000000001,0.8,0.82,0.5,PROJECTION ONLY,Alex Fowler projected 0.8 assists (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Alex Fowler,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.4268800000000001,1.6,1.57,0.5,PROJECTION ONLY,Alex Fowler projected 1.6 three-pointers (full game) vs. line of 1.4 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Alex Fowler,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7425600000000001,0.8,0.82,0.5,PROJECTION ONLY,Alex Fowler projected 0.8 steals (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Anneli Maley,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.5733,0.6,0.63,0.5,PROJECTION ONLY,Anneli Maley projected 0.6 points (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Anneli Maley,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.9993600000000002,3.2,3.3,0.5,PROJECTION ONLY,Anneli Maley projected 3.2 rebounds (full game) vs. line of 3.0 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Anneli Maley,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.41332,2.6,2.65,0.5,PROJECTION ONLY,Anneli Maley projected 2.6 steals (full game) vs. line of 2.4 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Rebecca Allen,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,3.91755,4.1,4.3,0.5,PROJECTION ONLY,Rebecca Allen projected 4.1 points (full game) vs. line of 3.9 — 7% edge to the OVER,0.5,SELF_EDGE,,PENDING
Rebecca Allen,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.8119,3,3.09,0.5,PROJECTION ONLY,Rebecca Allen projected 3.0 rebounds (full game) vs. line of 2.8 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Rebecca Allen,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.4996800000000001,1.6,1.65,0.5,PROJECTION ONLY,Rebecca Allen projected 1.6 assists (full game) vs. line of 1.5 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Rebecca Allen,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7134400000000001,0.8,0.78,0.5,PROJECTION ONLY,Rebecca Allen projected 0.8 three-pointers (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Rebecca Allen,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.4641,0.5,0.51,0.5,PROJECTION ONLY,Rebecca Allen projected 0.5 steals (full game) vs. line of 0.5 — 7% edge to the OVER,0,SELF_EDGE,,PENDING
Rebecca Allen,NY,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7425600000000001,0.8,0.82,0.5,PROJECTION ONLY,Rebecca Allen projected 0.8 blocks (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Paige Bueckers,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,14.810250000000002,15.5,16.28,0.5,PROJECTION ONLY,Paige Bueckers projected 15.5 points (full game) vs. line of 14.8 — 7% edge to the OVER,1.9,SELF_EDGE,,PENDING
Paige Bueckers,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.90563,3.1,3.19,0.5,PROJECTION ONLY,Paige Bueckers projected 3.1 rebounds (full game) vs. line of 2.9 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Paige Bueckers,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.40531,4.7,4.84,0.5,PROJECTION ONLY,Paige Bueckers projected 4.7 assists (full game) vs. line of 4.4 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Paige Bueckers,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.15934,1.3,1.27,0.5,PROJECTION ONLY,Paige Bueckers projected 1.3 three-pointers (full game) vs. line of 1.2 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Paige Bueckers,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.55692,0.6,0.61,0.5,PROJECTION ONLY,Paige Bueckers projected 0.6 steals (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Paige Bueckers,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.27846,0.3,0.31,0.5,PROJECTION ONLY,Paige Bueckers projected 0.3 blocks (full game) vs. line of 0.3 — 7% edge to the OVER,-0.2,SELF_EDGE,,PENDING
Jessica Shepard,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,10.892700000000001,11.4,11.97,0.5,PROJECTION ONLY,Jessica Shepard projected 11.4 points (full game) vs. line of 10.9 — 7% edge to the OVER,1.4,SELF_EDGE,,PENDING
Jessica Shepard,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,8.248240000000003,8.8,9.06,0.5,PROJECTION ONLY,Jessica Shepard projected 8.8 rebounds (full game) vs. line of 8.2 — 7% edge to the OVER,1.1,SELF_EDGE,,PENDING
Jessica Shepard,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,3.7492,4,4.12,0.5,PROJECTION ONLY,Jessica Shepard projected 4.0 assists (full game) vs. line of 3.7 — 7% edge to the OVER,0.5,SELF_EDGE,,PENDING
Jessica Shepard,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.4641,0.5,0.51,0.5,PROJECTION ONLY,Jessica Shepard projected 0.5 steals (full game) vs. line of 0.5 — 7% edge to the OVER,0,SELF_EDGE,,PENDING
Azzi Fudd,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,10.319400000000002,10.8,11.34,0.5,PROJECTION ONLY,Azzi Fudd projected 10.8 points (full game) vs. line of 10.3 — 7% edge to the OVER,1.3,SELF_EDGE,,PENDING
Azzi Fudd,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.31222,1.4,1.44,0.5,PROJECTION ONLY,Azzi Fudd projected 1.4 rebounds (full game) vs. line of 1.3 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Azzi Fudd,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.40595,1.5,1.54,0.5,PROJECTION ONLY,Azzi Fudd projected 1.5 assists (full game) vs. line of 1.4 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Azzi Fudd,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.3377000000000001,1.5,1.47,0.5,PROJECTION ONLY,Azzi Fudd projected 1.5 three-pointers (full game) vs. line of 1.3 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Azzi Fudd,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.29948,1.4,1.43,0.5,PROJECTION ONLY,Azzi Fudd projected 1.4 steals (full game) vs. line of 1.3 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Azzi Fudd,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.64974,0.7,0.71,0.5,PROJECTION ONLY,Azzi Fudd projected 0.7 blocks (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Arike Ogunbowale,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,10.98825,11.5,12.08,0.5,PROJECTION ONLY,Arike Ogunbowale projected 11.5 points (full game) vs. line of 11.0 — 7% edge to the OVER,1.4,SELF_EDGE,,PENDING
Arike Ogunbowale,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.4369800000000006,2.6,2.68,0.5,PROJECTION ONLY,Arike Ogunbowale projected 2.6 rebounds (full game) vs. line of 2.4 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Arike Ogunbowale,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.24952,2.4,2.47,0.5,PROJECTION ONLY,Arike Ogunbowale projected 2.4 assists (full game) vs. line of 2.2 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Arike Ogunbowale,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.4268800000000001,1.6,1.57,0.5,PROJECTION ONLY,Arike Ogunbowale projected 1.6 three-pointers (full game) vs. line of 1.4 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Arike Ogunbowale,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,START,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.64974,0.7,0.71,0.5,PROJECTION ONLY,Arike Ogunbowale projected 0.7 steals (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Aziaha James,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,12.4215,13,13.65,0.5,PROJECTION ONLY,Aziaha James projected 13.0 points (full game) vs. line of 12.4 — 7% edge to the OVER,1.6,SELF_EDGE,,PENDING
Aziaha James,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.78023,5.1,5.25,0.5,PROJECTION ONLY,Aziaha James projected 5.1 rebounds (full game) vs. line of 4.8 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Aziaha James,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.53071,2.7,2.78,0.5,PROJECTION ONLY,Aziaha James projected 2.7 assists (full game) vs. line of 2.5 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Aziaha James,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.80262,0.9,0.88,0.5,PROJECTION ONLY,Aziaha James projected 0.9 three-pointers (full game) vs. line of 0.8 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Aziaha James,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.76358,1.9,1.94,0.5,PROJECTION ONLY,Aziaha James projected 1.9 steals (full game) vs. line of 1.8 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Aziaha James,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.27846,0.3,0.31,0.5,PROJECTION ONLY,Aziaha James projected 0.3 blocks (full game) vs. line of 0.3 — 7% edge to the OVER,-0.2,SELF_EDGE,,PENDING
Maddy Siegrist,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,10.22385,10.7,11.23,0.5,PROJECTION ONLY,Maddy Siegrist projected 10.7 points (full game) vs. line of 10.2 — 7% edge to the OVER,1.3,SELF_EDGE,,PENDING
Maddy Siegrist,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.49904,4.8,4.94,0.5,PROJECTION ONLY,Maddy Siegrist projected 4.8 rebounds (full game) vs. line of 4.5 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Maddy Siegrist,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.2184900000000003,1.3,1.34,0.5,PROJECTION ONLY,Maddy Siegrist projected 1.3 assists (full game) vs. line of 1.2 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Maddy Siegrist,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.15934,1.3,1.27,0.5,PROJECTION ONLY,Maddy Siegrist projected 1.3 three-pointers (full game) vs. line of 1.2 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Maddy Siegrist,DAL,,,0.0692,,,OVER,,2026-07-16,WNBA,NY@DAL,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7425600000000001,0.8,0.82,0.5,PROJECTION ONLY,Maddy Siegrist projected 0.8 steals (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
